ID_C_AUC,N_1a11d
5792,0
5793,0
5794,0
5795,0
5796,0
5797,0
5798,0
5799,0
5800,0
5801,0
5802,0
5803,0
5804,7
5805,0
5806,0
5807,0
5808,0
5809,0
5810,0
5811,2
5812,0
5813,2
5814,4
5815,1
5816,0
5817,0
5818,0
5819,1
5820,0
5821,7
5822,2
5823,0
5824,0
5825,0
5826,5
5827,4
5828,1
5829,0
5830,0
5831,0
5832,0
5833,2
5834,0
5835,0
5836,2
5837,1
5838,0
5839,0
5840,0
5841,2
5842,3
5843,0
5844,0
5845,5
5846,0
5847,0
5848,5
5849,1
5850,0
5851,0
5852,0
5853,1
5854,0
5855,0
5856,0
5857,4
5858,0
5859,0
5860,0
5861,0
5862,0
5863,4
5864,3
5865,0
5866,0
5867,1
5868,1
5869,0
5870,1
5871,0
5872,2
5873,0
5874,0
5875,15
5876,0
5877,0
5878,0
5879,1
5880,11
5881,10
5882,16
5883,5
5884,0
5885,0
5886,2
5887,2
5888,0
5889,0
5890,0
5891,7
5892,11
5893,23
5894,14
5895,20
5896,5
5897,5
5898,0
5899,0
5900,0
5901,0
5902,0
5903,27
5904,18
5905,6
5906,9
5907,11
5908,6
5909,0
5910,0
5911,0
5912,8
5913,0
5914,5
5915,29
5916,1
5917,8
5918,3
5919,0
5920,0
5921,0
5922,0
5923,0
5924,1
5925,0
5926,0
5927,0
5928,0
5929,0
5930,0
5931,0
5932,0
5933,21
5934,32
5935,10
5936,0
5937,0
5938,0
5939,0
5940,2
5941,0
5942,0
5943,0
5944,0
5945,0
5946,0
5947,0
5948,2
5949,2
5950,1
5951,1
5952,0
5953,0
5954,7
5955,0
5956,0
5957,0
5958,0
5959,0
5960,0
5961,0
5962,0
5963,1
5964,0
5965,1
5966,0
5967,1
5968,0
5969,0
5970,0
5971,0
5972,0
5973,4
5974,0
5975,0
5976,0
5977,0
5978,0
5979,0
5980,0
5981,0
5982,0
5983,0
5984,0
5985,0
5986,0
5987,0
5988,1
5989,0
5990,1
5991,0
5992,1
5993,0
5994,0
5995,0
5996,0
5997,4
5998,3
5999,0
6000,1
6001,1
6002,0
6003,0
6004,1
6005,1
6006,2
6007,1
6008,0
6009,0
6010,2
6011,4
6012,0
6013,1
6014,0
6015,0
6016,0
6017,3
6018,0
6019,0
6020,0
6021,0
6022,1
6023,0
6024,0
6025,1
6026,0
6027,0
6028,0
6029,0
6030,0
6031,0
6032,0
6033,3
6034,0
6035,0
6036,0
6037,0
6038,0
6039,0
6040,0
6041,9
6042,1
6043,2
6044,0
6045,0
6046,11
6047,0
6048,2
6049,0
6050,0
6051,0
6052,0
6053,7
6054,19
6055,10
6056,0
6057,0
6058,0
6059,0
6060,0
6061,1
6062,0
6063,2
6064,9
6065,3
6066,0
6067,0
6068,1
6069,0
6070,0
6071,0
6072,0
6073,0
6074,0
6075,0
6076,0
6077,0
6078,1
6079,0
6080,0
6081,0
6082,0
6083,0
6084,0
6085,0
6086,0
6087,0
6088,0
6089,0
6090,0
6091,0
6092,0
6093,0
6094,1
6095,0
6096,1
6097,0
6098,0
6099,0
6100,7
6101,2
6102,0
6103,1
6104,0
6105,0
6106,0
6107,0
6108,1
6109,0
6110,0
6111,0
6112,0
6113,0
6114,0
6115,0
6116,0
6117,0
6118,0
6119,5
6120,0
6121,0
6122,0
6123,0
6124,0
6125,0
6126,0
6127,0
6128,1
6129,7
6130,0
6131,0
6132,0
6133,0
6134,0
6135,0
6136,0
6137,3
6138,10
6139,4
6140,0
6141,0
6142,0
6143,11
6144,17
6145,6
6146,0
6147,0
6148,0
6149,1
6150,7
6151,2
6152,0
6153,0
6154,0
6155,0
6156,1
6157,1
6158,1
6159,2
6160,0
6161,0
6162,3
6163,4
6164,1
6165,1
6166,17
6167,6
6168,0
6169,0
6170,0
6171,0
6172,0
6173,0
6174,0
6175,0
6176,14
6177,40
6178,4
6179,2
6180,1
6181,0
6182,2
6183,0
6184,2
6185,12
6186,16
6187,19
6188,13
6189,12
6190,4
6191,1
6192,0
6193,6
6194,4
6195,6
6196,16
6197,9
6198,1
6199,3
6200,0
6201,0
6202,0
6203,0
6204,11
6205,6
6206,9
6207,9
6208,4
6209,9
6210,12
6211,3
6212,2
6213,0
6214,0
6215,4
6216,0
6217,0
6218,10
6219,17
6220,17
6221,22
6222,5
6223,15
6224,30
6225,7
6226,2
6227,1
6228,0
6229,0
6230,0
6231,3
6232,13
6233,18
6234,20
6235,19
6236,17
6237,9
6238,26
6239,3
6240,0
6241,0
6242,0
6243,4
6244,27
6245,14
6246,5
6247,0
6248,0
6249,0
6250,0
6251,1
6252,0
6253,0
6254,0
6255,0
6256,0
6257,3
6258,5
6259,5
6260,0
6261,0
6262,0
6263,0
6264,0
6265,1
6266,0
6267,2
6268,0
6269,0
6270,0
6271,0
6272,1
6273,0
6274,0
6275,2
6276,0
6277,0
6278,0
6279,0
6280,0
6281,0
6282,0
6283,0
6284,0
6285,1
6286,0
6287,1
6288,0
6289,0
6290,0
6291,0
6292,0
6293,0
6294,0
6295,0
6296,0
6297,0
6298,0
6299,0
6300,0
6301,0
6302,1
6303,0
6304,0
6305,0
6306,1
6307,3
6308,0
6309,2
6310,0
6311,0
6312,0
6313,0
6314,0
6315,0
6316,1
6317,0
6318,0
6319,6
6320,3
6321,0
6322,0
6323,0
6324,0
6325,8
6326,6
6327,0
6328,0
6329,0
6330,0
6331,0
6332,1
6333,0
6334,1
6335,0
6336,0
6337,0
6338,0
6339,0
6340,3
6341,0
6342,0
6343,0
6344,3
6345,0
6346,0
6347,1
6348,0
6349,0
6350,1
6351,0
6352,6
6353,0
6354,0
6355,0
6356,0
6357,0
6358,0
6359,0
6360,0
6361,0
6362,0
6363,0
6364,0
6365,0
6366,0
6367,0
6368,5
6369,7
6370,9
6371,2
6372,1
6373,0
6374,0
6375,0
6376,0
6377,0
6378,0
6379,20
6380,12
6381,9
6382,8
6383,37
6384,0
6385,0
6386,0
6387,0
6388,0
6389,0
6390,0
6391,1
6392,0
6393,0
6394,0
6395,0
6396,0
6397,0
6398,0
6399,0
6400,1
6401,1
6402,0
6403,0
6404,0
6405,0
6406,0
6407,0
6408,0
6409,0
6410,0
6411,0
6412,0
6413,0
6414,0
6415,0
6416,0
6417,0
6418,0
6419,0
6420,8
6421,1
6422,0
6423,0
6424,4
6425,0
6426,1
6427,0
6428,1
6429,1
6430,9
6431,10
6432,3
6433,8
6434,1
6435,0
6436,0
6437,1
6438,0
6439,0
6440,15
6441,0
6442,2
6443,1
6444,1
6445,0
6446,0
6447,7
6448,0
6449,0
6450,4
6451,0
6452,0
6453,0
6454,11
6455,0
6456,2
6457,0
6458,0
6459,0
6460,1
6461,1
6462,1
6463,0
6464,0
6465,12
6466,0
6467,1
6468,8
6469,0
6470,0
6471,0
6472,0
6473,6
6474,0
6475,0
6476,0
6477,0
6478,0
6479,1
6480,0
6481,0
6482,0
6483,0
6484,3
6485,0
6486,0
6487,0
6488,0
6489,0
6490,0
6491,0
6492,1
6493,9
6494,4
6495,0
6496,1
6497,2
6498,1
6499,0
6500,0
6501,0
6502,0
6503,17
6504,40
6505,21
6506,16
6507,17
6508,4
6509,0
6510,2
6511,1
6512,0
6513,0
6514,1
6515,2
6516,1
6517,0
6518,4
6519,11
6520,11
6521,18
6522,10
6523,0
6524,0
6525,4
6526,0
6527,0
6528,4
6529,7
6530,18
6531,9
6532,0
6533,2
6534,0
6535,0
6536,25
6537,22
6538,0
6539,0
6540,0
6541,0
6542,0
6543,1
6544,16
6545,11
6546,0
6547,0
6548,1
6549,0
6550,0
6551,0
6552,0
6553,0
6554,0
6555,1
6556,1
6557,0
6558,1
6559,2
6560,0
6561,0
6562,0
6563,0
6564,0
6565,0
6566,0
6567,0
6568,2
6569,6
6570,2
6571,4
6572,16
6573,7
6574,0
6575,0
6576,0
6577,5
6578,1
6579,0
6580,1
6581,0
6582,13
6583,1
6584,2
6585,1
6586,0
6587,0
6588,0
6589,0
6590,1
6591,0
6592,8
6593,5
6594,0
6595,0
6596,10
6597,0
6598,6
6599,0
6600,0
6601,0
6602,0
6603,0
6604,0
6605,0
6606,0
6607,0
6608,0
6609,0
6610,0
6611,0
6612,0
6613,0
6614,0
6615,0
6616,3
6617,1
6618,0
6619,0
6620,0
6621,0
6622,0
6623,4
6624,8
6625,0
6626,0
6627,0
6628,0
6629,0
6630,0
6631,4
6632,0
6633,1
6634,0
6635,0
6636,0
6637,0
6638,0
6639,0
6640,0
6641,1
6642,0
6643,0
6644,0
6645,0
6646,0
6647,0
6648,12
6649,2
6650,5
6651,8
6652,0
6653,0
6654,9
6655,11
6656,8
6657,0
6658,0
6659,0
6660,0
6661,1
6662,5
6663,1
6664,0
6665,1
6666,0
6667,0
6668,0
6669,0
6670,0
6671,0
6672,0
6673,2
6674,0
6675,1
6676,4
6677,0
6678,0
6679,0
6680,0
6681,0
6682,0
6683,0
6684,1
6685,3
6686,0
6687,0
6688,0
6689,0
6690,0
6691,0
6692,3
6693,1
6694,0
6695,14
6696,2
6697,5
6698,0
6699,0
6700,14
6701,8
6702,10
6703,0
6704,3
6705,5
6706,4
6707,5
6708,3
6709,0
6710,0
6711,4
6712,10
6713,0
6714,0
6715,0
6716,2
6717,0
6718,0
6719,3
6720,0
6721,0
6722,0
6723,0
6724,0
6725,2
6726,0
6727,0
6728,0
6729,1
6730,8
6731,0
6732,0
6733,0
6734,1
6735,1
6736,0
6737,0
6738,5
6739,16
6740,1
6741,4
6742,3
6743,1
6744,0
6745,2
6746,0
6747,7
6748,1
6749,0
6750,0
6751,1
6752,1
6753,0
6754,0
6755,0
6756,0
6757,4
6758,0
6759,0
6760,0
6761,1
6762,0
6763,0
6764,0
6765,0
6766,0
6767,0
6768,0
6769,0
6770,0
6771,0
6772,0
6773,3
6774,0
6775,0
6776,0
6777,0
6778,0
6779,1
6780,0
6781,0
6782,1
6783,0
6784,3
6785,0
6786,0
6787,0
6788,0
6789,2
6790,5
6791,0
6792,0
6793,0
6794,0
6795,0
6796,0
6797,0
6798,0
6799,2
6800,1
6801,0
6802,0
6803,0
6804,3
6805,6
6806,2
6807,0
6808,17
6809,0
6810,0
6811,0
6812,3
6813,14
6814,10
6815,3
6816,0
6817,7
6818,1
6819,1
6820,0
6821,0
6822,0
6823,0
6824,2
6825,0
6826,13
6827,6
6828,42
6829,3
6830,2
6831,1
6832,2
6833,0
6834,0
6835,1
6836,0
6837,0
6838,7
6839,4
6840,13
6841,5
6842,3
6843,9
6844,10
6845,30
6846,3
6847,0
6848,1
6849,0
6850,0
6851,0
6852,1
6853,0
6854,0
6855,4
6856,3
6857,0
6858,0
6859,6
6860,18
6861,3
6862,2
6863,6
6864,40
6865,26
6866,0
6867,0
6868,0
6869,1
6870,4
6871,6
6872,2
6873,16
6874,12
6875,1
6876,0
6877,0
6878,0
6879,7
6880,9
6881,12
6882,20
6883,10
6884,25
6885,15
6886,2
6887,0
6888,0
6889,0
6890,1
6891,0
6892,0
6893,9
6894,6
6895,4
6896,17
6897,9
6898,18
6899,0
6900,0
6901,13
6902,12
6903,6
6904,12
6905,14
6906,8
6907,2
6908,0
6909,0
6910,0
6911,1
6912,3
6913,0
6914,0
6915,0
6916,2
6917,13
6918,11
6919,0
6920,0
6921,1
6922,1
6923,0
6924,0
6925,0
6926,17
6927,0
6928,0
6929,0
6930,0
6931,0
6932,0
6933,0
6934,0
6935,9
6936,1
6937,0
6938,0
6939,0
6940,0
6941,0
6942,0
6943,1
6944,0
6945,3
6946,0
6947,0
6948,0
6949,0
6950,0
6951,0
6952,0
6953,2
6954,0
6955,0
6956,5
6957,1
6958,0
6959,1
6960,0
6961,0
6962,0
6963,0
6964,0
6965,1
6966,0
6967,6
6968,0
6969,0
6970,14
6971,0
6972,0
6973,1
6974,0
6975,1
6976,0
6977,0
6978,1
6979,8
6980,0
6981,0
6982,20
6983,44
6984,25
6985,10
6986,0
6987,0
6988,2
6989,11
6990,0
6991,0
6992,1
6993,2
6994,0
6995,1
6996,0
6997,14
6998,36
6999,24
7000,26
7001,6
7002,10
7003,22
7004,0
7005,0
7006,0
7007,3
7008,0
7009,0
7010,1
7011,0
7012,0
7013,0
7014,2
7015,4
7016,42
7017,5
7018,0
7019,2
7020,25
7021,15
7022,0
7023,4
7024,3
7025,0
7026,0
7027,1
7028,0
7029,0
7031,0
7032,40
7033,33
7034,24
7035,7
7036,0
7037,29
7038,13
7039,0
7040,0
7041,0
7042,0
7043,0
7044,0
7045,0
7046,0
7047,0
7048,32
7049,18
7050,36
7051,0
7052,0
7053,32
7054,11
7055,0
7056,0
7057,1
7058,1
7059,27
7060,14
7061,0
7062,0
7063,0
7064,5
7065,8
7066,0
7067,2
7068,0
7069,0
7070,1
7071,0
7072,0
7073,0
7074,1
7075,25
7076,15
7077,17
7078,0
7079,0
7080,0
7081,3
7082,0
7083,1
7084,2
7085,4
7086,2
7087,1
7088,0
7089,0
7090,0
7091,0
7092,12
7093,32
7094,33
7095,1
7096,0
7097,15
7098,5
7099,3
7100,11
7101,0
7102,0
7103,0
7104,0
7105,0
7106,1
7107,0
7108,0
7109,29
7110,62
7111,40
7112,37
7113,0
7114,3
7115,13
7116,35
7117,2
7118,2
7119,0
7120,0
7121,0
7122,0
7123,35
7124,61
7125,54
7126,32
7127,0
7128,4
7129,10
7130,64
7131,25
7132,0
7133,0
7134,2
7135,0
7136,2
7137,0
7138,0
7139,0
7140,3
7141,14
7142,32
7143,14
7144,14
7145,12
7146,39
7147,43
7148,25
7149,0
7150,0
7151,0
7152,0
7153,2
7154,0
7155,1
7156,1
7157,0
7158,0
7159,3
7160,0
7161,0
7162,6
7163,29
7164,30
7165,41
7166,30
7167,13
7168,4
7169,5
7170,2
7171,5
7172,0
7173,0
7174,8
7175,1
7176,0
7177,0
7178,0
7179,1
7180,0
7181,0
7182,0
7183,4
7184,0
7185,0
7186,12
7187,46
7188,27
7189,23
7190,6
7191,24
7192,21
7193,12
7194,1
7195,0
7196,0
7197,0
7198,1
7199,4
7200,17
7201,13
7202,26
7203,12
7204,2
7205,0
7206,4
7207,12
7208,9
7209,12
7210,1
7211,0
7212,55
7213,18
7214,0
7215,3
7216,49
7217,1
7218,10
7219,15
7220,1
7221,7
7222,1
7223,3
7224,32
7225,1
7226,0
7227,8
7228,5
7229,0
7230,0
7231,31
7232,16
7233,4
7234,5
7235,8
7236,0
7237,1
7238,5
7239,0
7240,8
7241,0
7242,0
7243,0
7244,5
7245,0
7246,1
7247,43
7248,25
7249,9
7250,1
7251,0
7252,0
7253,0
7254,0
7255,1
7256,0
7257,0
7258,0
7259,1
7260,2
7261,0
7262,0
7263,0
7264,7
7265,1
7266,0
7267,2
7268,0
7269,0
7270,1
7271,1
7272,2
7273,4
7274,1
7275,3
7276,1
7277,2
7278,5
7279,2
7280,0
7281,4
7282,0
7283,0
7284,0
7285,0
7286,20
7287,8
7288,2
7289,0
7290,1
7291,0
7292,0
7293,10
7294,26
7295,0
7296,1
7297,1
7298,0
7299,0
7300,0
7301,17
7302,2
7303,21
7304,6
7305,0
7306,5
7307,0
7308,12
7309,12
7310,0
7311,0
7312,0
7313,0
7314,24
7315,19
7316,0
7317,0
7318,0
7319,0
7320,15
7321,52
7322,18
7323,0
7324,0
7325,0
7326,0
7327,53
7328,26
7329,1
7330,0
7331,0
7332,0
7333,0
7334,27
7335,69
7336,4
7337,0
7338,1
7339,0
7340,0
7341,0
7342,4
7343,1
7344,37
7345,1
7346,2
7347,0
7348,10
7349,24
7350,2
7351,0
7352,0
7353,0
7354,8
7355,0
7356,0
7357,0
7358,12
7359,19
7360,0
7361,0
7362,1
7363,5
7364,16
7365,0
7366,2
7367,13
7368,1
7369,0
7370,0
7371,2
7372,42
7373,38
7374,5
7375,0
7376,1
7377,4
7378,0
7379,0
7380,0
7381,11
7382,29
7383,41
7384,11
7385,0
7386,0
7387,4
7388,28
7389,54
7390,9
7391,0
7392,0
7393,0
7394,2
7395,0
7396,15
7397,17
7398,4
7399,0
7400,9
7401,26
7402,15
7403,0
7404,0
7405,29
7406,32
7407,0
7408,0
7409,2
7410,4
7411,2
7412,0
7413,7
7414,4
7415,9
7416,13
7417,15
7418,0
7419,0
7420,0
7421,0
7423,0
7424,30
7425,18
7426,0
7428,0
7429,0
7430,0
7431,0
7432,0
7433,0
7434,1
7435,0
7436,0
7437,1
7438,0
7439,0
7440,13
7441,3
7442,0
7443,0
7444,11
7445,4
7446,0
7447,5
7448,0
7449,0
7450,2
7451,0
7452,1
7453,0
7454,1
7455,0
7456,14
7457,37
7458,12
7459,1
7460,3
7461,5
7462,1
7463,0
7464,0
7465,2
7466,2
7467,0
7468,0
7469,9
7470,27
7471,23
7472,4
7473,0
7474,0
7475,1
7476,8
7477,2
7478,0
7479,0
7480,25
7481,17
7482,0
7483,1
7484,0
7485,0
7486,0
7487,2
7488,10
7489,0
7490,2
7491,0
7492,0
7493,0
7494,0
7495,0
7496,0
7497,0
7498,0
7499,0
7500,0
7501,0
7502,0
7503,4
7504,0
7505,1
7506,0
7507,0
7508,0
7509,0
7510,0
7511,0
7512,0
7513,2
7514,0
7515,0
7516,0
7517,0
7518,1
7519,0
7520,0
7521,5
7522,0
7523,0
7524,0
7525,0
7526,6
7527,3
7528,18
7529,0
7530,0
7531,3
7532,1
7533,1
7534,7
7535,0
7536,0
7537,0
7538,3
7539,2
7540,4
7541,0
7542,0
7543,0
7544,8
7545,19
7546,0
7547,0
7548,0
7549,0
7550,0
7551,1
7552,0
7553,0
7554,0
7555,1
7556,0
7557,0
7558,0
7559,0
7560,0
7561,0
7562,0
7563,1
7564,0
7565,0
7566,0
7567,0
7568,0
7569,0
7570,1
7571,0
7572,0
7573,20
7574,17
7575,16
7576,2
7577,0
7578,0
7579,0
7580,3
7581,1
7582,0
7583,0
7584,2
7585,4
7586,15
7587,2
7588,9
7589,0
7590,0
7591,0
7592,1
7593,11
7594,7
7595,5
7596,1
7597,6
7598,8
7599,0
7600,0
7601,10
7602,2
7603,4
7604,1
7605,5
7606,0
7607,5
7608,1
7609,2
7610,2
7611,3
7612,2
7613,4
7614,0
7615,0
7616,0
7617,0
7618,0
7619,2
7620,0
7621,0
7622,0
7623,0
7624,0
7625,1
7626,2
7627,0
7628,0
7629,0
7630,0
7631,2
7632,0
7633,0
7634,7
7635,3
7636,0
7637,2
7638,0
7639,0
7640,0
7641,0
7642,0
7643,0
7644,0
7645,0
7646,1
7647,4
7648,0
7649,0
7650,0
7651,0
7652,0
7653,0
7654,0
7655,0
7656,1
7657,12
7658,1
7659,0
7660,0
7661,0
7662,0
7663,0
7664,0
7665,0
7666,0
7667,1
7668,0
7669,0
7670,8
7671,5
7672,16
7673,5
7674,28
7675,14
7676,0
7677,0
7678,1
7679,0
7680,0
7681,10
7682,1
7683,0
7684,0
7685,0
7686,1
7687,3
7688,0
7689,2
7690,4
7691,13
7692,67
7693,23
7694,9
7695,20
7696,3
7697,0
7698,0
7699,0
7700,0
7701,3
7702,0
7703,0
7704,0
7705,0
7706,0
7707,0
7708,0
7709,9
7710,29
7711,30
7712,10
7713,5
7714,7
7715,0
7716,0
7717,0
7718,0
7719,0
7720,8
7721,2
7722,17
7723,37
7724,54
7725,0
7726,0
7727,0
7728,0
7729,3
7730,10
7731,35
7732,0
7733,1
7734,12
7735,5
7736,2
7737,0
7738,4
7739,0
7740,0
7741,0
7742,3
7743,1
7744,10
7745,16
7746,5
7747,0
7748,7
7749,5
7750,10
7751,0
7752,5
7753,1
7754,15
7755,2
7756,8
7757,2
7758,7
7759,1
7760,0
7761,0
7762,0
7763,0
7764,0
7765,0
7766,0
7767,0
7768,0
7769,2
7770,1
7771,0
7772,0
7773,0
7774,1
7775,0
7776,0
7777,0
7778,0
7779,2
7780,14
7781,0
7782,1
7783,1
7784,0
7785,0
7786,0
7787,0
7788,0
7789,0
7790,9
7791,1
7792,0
7793,2
7794,3
7795,3
7796,1
7797,7
7798,1
7799,0
7800,13
7801,9
7802,0
7803,0
7804,2
7805,0
7806,0
7807,2
7808,0
7809,0
7810,2
7811,2
7812,0
7813,1
7814,0
7815,0
7816,2
7817,3
7818,5
7819,0
7820,2
7821,0
7822,3
7823,0
7824,0
7825,0
7826,0
7827,0
7828,2
7829,0
7830,0
7831,1
7832,4
7833,0
7834,0
7835,1
7836,0
7837,0
7838,0
7839,0
7840,0
7841,0
7842,0
7843,33
7844,13
7845,0
7846,0
7847,0
7848,0
7849,0
7850,0
7851,0
7852,0
7853,8
7854,0
7855,1
7856,0
7857,0
7858,2
7859,1
7860,3
7861,0
7862,0
7863,12
7864,2
7865,0
7866,0
7867,0
7868,4
7869,7
7870,0
7871,1
7872,18
7873,10
7874,1
7875,0
7876,0
7877,0
7878,3
7879,0
7880,0
7881,0
7882,0
7883,0
7884,4
7885,5
7886,5
7887,6
7888,0
7889,0
7890,0
7891,0
7892,0
7893,0
7894,5
7895,3
7896,7
7897,7
7898,1
7899,3
7900,0
7901,2
7902,1
7903,15
7904,7
7905,3
7906,3
7907,0
7908,16
7909,0
7910,14
7911,15
7912,28
7913,13
7914,0
7915,11
7916,12
7917,6
7918,0
7919,0
7920,0
7921,2
7922,0
7923,5
7924,1
7925,8
7926,0
7927,3
7928,0
7929,2
7930,0
7931,0
7932,0
7933,0
7934,0
7935,0
7936,0
7937,0
7938,0
7939,14
7940,11
7941,18
7942,1
7943,6
7944,12
7945,0
7946,0
7947,0
7948,0
7949,1
7950,30
7951,6
7952,0
7953,0
7954,0
7955,0
7956,0
7957,0
7958,0
7959,0
7960,0
7961,0
7962,0
7963,13
7964,1
7965,0
7966,1
7967,1
7968,1
7969,0
7970,1
7971,0
7972,4
7973,0
7974,8
7975,2
7976,0
7977,0
7978,3
7979,10
7980,1
7981,0
7982,0
7983,0
7984,1
7985,0
7986,1
7987,1
7988,0
7989,0
7990,4
7991,0
7992,1
7993,0
7994,0
7995,3
7996,1
7997,7
7998,0
7999,2
8000,4
8001,5
8002,0
8003,3
8004,0
8005,12
8006,17
8007,13
8008,2
8009,3
8010,0
8011,1
8012,3
8013,6
8014,0
8015,4
8016,9
8017,7
8018,0
8019,0
8020,4
8021,0
8022,0
8023,0
8024,0
8025,0
8026,0
8027,0
8028,0
8029,0
8030,0
8031,0
8032,0
8033,0
8034,0
8035,0
8036,0
8037,0
8038,0
8039,4
8040,1
8041,0
8042,1
8043,0
8044,0
8045,0
8046,0
8047,0
8048,4
8049,0
8050,2
8051,1
8052,3
8053,0
8054,8
8055,3
8056,0
8057,2
8058,3
8059,4
8060,0
8061,11
8062,0
8063,3
8064,7
8065,5
8066,6
8067,4
8068,0
8069,0
8070,5
8071,1
8072,0
8073,0
8074,2
8075,0
8076,8
8077,9
8078,0
8079,3
8080,0
8081,0
8082,1
8083,9
8084,1
8085,0
8086,2
8087,6
8088,0
8089,0
8090,2
8091,1
8092,0
8093,2
8094,1
8095,1
8096,0
8097,4
8098,0
8099,0
8100,0
8101,0
8102,0
8103,0
8104,0
8105,0
8106,0
8107,0
8108,0
8109,0
8110,0
8111,4
8112,0
8113,6
8114,7
8115,0
8116,0
8117,0
8118,0
8119,0
8120,0
8121,0
8122,3
8123,3
8124,0
8125,5
8126,0
8127,6
8128,21
8129,2
8130,0
8131,4
8132,6
8133,0
8134,0
8135,3
8136,0
8137,4
8138,0
8139,10
8140,0
8141,0
8142,8
8143,0
8144,0
8145,0
8146,6
8147,0
8148,0
8149,1
8150,1
8151,0
8152,10
8153,9
8154,18
8155,6
8156,5
8157,30
8158,10
8159,0
8160,11
8161,23
8162,0
8163,1
8164,1
8165,10
8166,11
8167,33
8168,49
8169,16
8170,0
8171,7
8172,21
8173,14
8174,0
8175,5
8176,4
8177,0
8178,6
8179,11
8180,33
8181,31
8182,5
8183,7
8184,27
8185,30
8186,0
8187,0
8188,0
8189,5
8190,6
8191,18
8192,19
8193,6
8194,15
8195,13
8196,19
8197,36
8198,2
8199,0
8200,8
8201,9
8202,0
8203,0
8204,12
8205,14
8206,13
8207,23
8208,9
8209,17
8210,3
8211,1
8212,9
8213,4
8214,0
8215,0
8216,0
8217,0
8218,7
8219,16
8220,29
8221,34
8222,32
8223,14
8224,6
8225,3
8226,0
8227,0
8228,1
8229,0
8230,6
8231,0
8232,2
8233,4
8234,13
8235,19
8236,1
8237,1
8238,0
8239,5
8240,4
8241,11
8242,5
8243,10
8244,30
8245,4
8246,2
8247,0
8248,1
8249,5
8250,11
8251,15
8252,6
8253,0
8254,2
8255,9
8256,33
8257,27
8258,12
8259,0
8260,0
8261,8
8262,0
8263,1
8264,0
8265,1
8266,4
8267,1
8268,0
8269,0
8270,0
8271,0
8272,0
8273,0
8274,0
8275,4
8276,1
8277,0
8278,1
8279,0
8280,1
8281,4
8282,3
8283,1
8284,0
8285,0
8286,0
8287,0
8288,1
8289,2
8290,0
8291,0
8292,1
8293,0
8294,1
8295,5
8296,1
8297,7
8298,1
8299,0
8300,3
8301,4
8302,1
8303,2
8304,1
8305,1
8306,0
8307,3
8308,0
8309,5
8310,1
8311,0
8312,0
8313,0
8314,0
8315,1
8316,0
8317,0
8318,4
8319,0
8320,0
8321,5
8322,0
8323,0
8324,10
8325,0
8326,0
8327,0
8328,0
8329,1
8330,9
8331,23
8332,8
8333,4
8334,5
8335,0
8336,9
8337,1
8338,0
8339,3
8340,8
8341,15
8342,23
8343,0
8344,2
8345,0
8346,0
8347,0
8348,1
8349,0
8350,0
8351,0
8352,8
8353,0
8354,0
8355,0
8356,0
8357,0
8358,1
8359,1
8360,1
8361,0
8362,0
8363,0
8364,0
8365,0
8366,0
8367,0
8368,1
8369,1
8370,4
8371,1
8372,0
8373,0
8374,0
8375,2
8376,1
8377,1
8378,2
8379,0
8380,0
8381,0
8382,0
8383,0
8384,0
8385,0
8386,0
8387,0
8388,0
8389,0
8390,0
8391,0
8392,1
8393,2
8394,0
8395,0
8396,0
8397,0
8398,0
8399,0
8400,0
8401,0
8402,0
8403,0
8404,0
8405,0
8406,0
8407,0
8408,2
8409,0
8410,0
8411,0
8412,0
8413,1
8414,0
8415,1
8416,9
8417,0
8418,0
8419,1
8420,1
8421,5
8422,1
8423,1
8424,0
8425,0
8426,0
8427,0
8428,0
8429,2
8430,16
8431,4
8432,0
8433,0
8434,0
8435,1
8436,0
8437,0
8438,0
8439,0
8440,0
8441,0
8442,0
8443,9
8444,11
8445,5
8446,0
8447,0
8448,0
8449,0
8450,2
8451,24
8452,15
8453,0
8454,0
8455,0
8456,0
8457,0
8458,0
8459,0
8460,0
8461,0
8462,0
8463,1
8464,0
8465,0
8466,4
8467,2
8468,15
8469,1
8470,3
8471,7
8472,0
8473,0
8474,0
8475,0
8476,0
8477,0
8478,2
8479,1
8480,6
8481,0
8482,0
8483,1
8484,0
8485,0
8486,0
8487,4
8488,26
8489,0
8490,0
8491,2
8492,9
8493,0
8494,0
8495,0
8496,0
8497,0
8498,0
8499,0
8500,7
8501,1
8502,0
8503,0
8504,1
8505,0
8506,0
8507,0
8508,1
8509,4
8510,1
8511,0
8512,9
8513,5
8514,22
8515,0
8516,0
8517,0
8518,0
8519,0
8520,0
8521,2
8522,0
8523,0
8524,0
8525,1
8526,0
8527,0
8528,2
8529,0
8530,9
8531,0
8532,1
8533,0
8534,10
8535,1
8536,0
8537,1
8538,7
8539,22
8540,3
8541,0
8542,0
8543,0
8544,0
8545,0
8546,0
8547,3
8548,5
8549,10
8550,0
8551,1
8552,0
8553,1
8554,0
8555,0
8556,3
8557,0
8558,4
8559,0
8560,8
8561,0
8562,0
8563,4
8564,0
8565,2
8566,2
8567,0
8568,0
8569,8
8570,8
8571,0
8572,0
8573,0
8574,0
8575,0
8576,30
8577,0
8578,1
8579,3
8580,0
8581,0
8582,21
8583,14
8584,0
8585,0
8586,0
8587,1
8588,4
8589,2
8590,0
